0.00134396	0.968878	0	0	0	0	0	0	0	0	0	
0.00191957	0.965023	0.0820691	0	0	0	0	0	0	0	0	
0.00342643	0.963865	0.0798176	0.0470725	0	0	0	0	0	0	0	
0.00443252	0.900424	0.0418234	-0.116844	0.187184	0	0	0	0	0	0	
0.00523504	0.912744	0.0244675	-0.157785	0.295707	0.0153721	0	0	0	0	0	
0.00612325	0.885087	0.00720686	-0.168014	0.424248	-0.0536518	0.0150609	0	0	0	0	
0.00248924	0.83794	-0.0118106	-0.174443	0.47375	-0.0525693	-0.0516085	0.209167	0	0	0	
0.000199028	0.786551	0.00330404	-0.177825	0.461843	0.0273396	-0.0744458	0.272446	0.142177	0	0	
0.00615991	0.959749	0.101256	-0.0346315	0.0465268	-0.036997	-0.0250772	0.0145938	-0.0225415	0.0119337	0	
0.004956	0.95152	0.100069	-0.0433342	0.0901185	-0.0236477	-0.0211148	0.0268058	-0.0208272	-0.031935	0.0201354	
0.00552127	0.941789	0.0991761	-0.065692	0.135637	0.0172277	-0.0245806	0.0243343	0.0158167	-0.0295272	-0.0153334	
0.007858	0.927864	0.0834878	-0.101027	0.187202	0.0378992	-0.0357728	0.0399991	0.0330802	-0.0462429	-0.00628324	
0.00855874	0.913707	0.0518524	-0.166528	0.227189	0.0119249	-0.0387761	0.0451661	0.00137307	-0.066828	-0.00695748	
0.00790859	0.898651	0.0120512	-0.233871	0.280691	-0.0399583	-0.039552	0.0652967	-0.0283226	-0.111504	0.019485	
0.00859104	0.873217	-0.0134824	-0.243253	0.344846	-0.039078	-0.0691794	0.115343	0.0118191	-0.134129	0.0438301	
0.0163451	0.871314	-0.00470955	-0.244137	0.281864	0.0652946	-0.153941	0.128333	0.0635404	-0.148287	0.029902	
0.00508197	0.961907	0.109427	-0.0369484	0.0388269	-0.0204579	-0.0268772	0.00169903	-0.0254162	-0.0318484	0.0515122	
0.00366819	0.943677	0.120283	-0.0554828	0.0944038	0.00937959	-0.00648239	0.0108633	-0.0160984	-0.0223884	0.0258035	
0.00260506	0.928047	0.126328	-0.0685467	0.133772	0.0378822	0.00288102	0.0317291	0.0267919	0.00876434	-0.00285966	
0.00308058	0.928313	0.11661	-0.099004	0.176832	0.0652526	-0.00367664	0.0556481	0.0503259	-0.0484162	-0.0130393	
0.00422158	0.919906	0.0697373	-0.185529	0.211045	0.0585617	-0.00581786	0.0398386	0.0107743	-0.114452	0.0209982	
0.00455063	0.909737	0.0239828	-0.270609	0.221826	-0.0188004	-0.022717	0.0206369	-0.065285	-0.209047	0.0458155	
0.0128536	0.903692	-0.00207296	-0.303375	0.167517	0.0049381	-0.0793903	-0.0218693	-0.103376	-0.213136	0.0665622	
0.0248653	0.886002	0.0041769	-0.293731	0.0415933	0.115616	-0.180329	-0.106726	-0.0870372	-0.17811	0.0501927	
0.00289473	0.962396	0.103305	-0.0314229	0.0465864	0.00401648	-0.0143277	-0.0203392	-0.0207292	-0.0421137	0.045206	
0.00402398	0.951617	0.128197	-0.0558737	0.068748	0.0495194	0.000981527	-0.0026746	0.0145484	-0.0288409	0.0175021	
0.00156185	0.939553	0.132129	-0.0643019	0.0978691	0.0855601	-0.000278194	0.0454064	0.0486282	0.0118452	0.0207111	
0.000130412	0.926334	0.1326	-0.09084	0.147573	0.120245	-0.00167757	0.0641585	0.0639583	-0.00216542	0.0365846	
-0.000159487	0.92202	0.0914028	-0.16869	0.164148	0.093691	0.00422976	0.0522362	0.0434874	-0.10738	0.0632673	
0.00173057	0.910502	0.0253834	-0.275851	0.12942	0.0734164	-0.0245342	-0.0178099	-0.0850198	-0.248481	0.0882776	
0.0161336	0.889807	-0.00428967	-0.324955	0.0277681	0.0645334	-0.0967982	-0.147744	-0.174588	-0.273191	0.100827	
0.0316283	0.838945	9.47812e-07	-0.322371	-0.125963	0.15163	-0.18875	-0.230466	-0.17405	-0.210031	0.0567594	
0.00416946	0.962039	0.0882895	-0.0233582	0.0404216	0.00263862	0.00665965	-0.0457654	-0.00284993	-0.0614826	0.0194017	
0.00289914	0.955661	0.113664	-0.0514869	0.0678861	0.0552394	0.0109861	-0.0509492	0.0162376	-0.0429433	0.0154737	
0.00126188	0.940368	0.132407	-0.0726068	0.0744804	0.126121	-0.0054597	-0.0126029	0.0580039	0.016533	0.0222298	
-0.00107979	0.922925	0.137226	-0.0913789	0.0979381	0.182518	-0.0148338	0.0507531	0.0754315	0.03372	0.0575978	
-0.00357016	0.918192	0.0976891	-0.146411	0.108422	0.179006	-0.00174505	0.0642834	0.0413359	-0.0707104	0.0919958	
-0.00222701	0.907327	0.0283954	-0.230353	0.0816536	0.141433	-0.0178912	-0.000975836	-0.0792545	-0.215355	0.128834	
0.0151085	0.862843	-0.0157842	-0.332447	-0.0474192	0.134331	-0.0948035	-0.186336	-0.207638	-0.28664	0.150482	
0.0343721	0.79243	-0.00338226	-0.312888	-0.165354	0.134273	-0.175163	-0.31977	-0.239016	-0.244042	0.0733825	
0.00473146	0.965201	0.104588	0.0182811	0.0310179	-0.0387078	-0.00692029	0.0179161	-0.0180799	-0.0116849	0.0345523	
0.00440874	0.96345	0.104916	-0.00760174	0.0374766	-0.0370707	0.000651367	0.006807	-0.00589353	0.00741829	0.0293188	
0.00530353	0.95172	0.0888786	-0.0549325	0.0787091	-0.0224058	0.00609142	-0.0127031	0.0261123	0.0115116	0.0143528	
